crop,health_status,n,p,k,ph,soil_moisture
Maize,Nitrogen Deficiency,16.89,46.73,75.23,6.19,79.8
Cotton,Optimal Health,93.99,42.56,53.3,6.14,67.14
Maize,pH Stress,89.73,45.93,65.64,5.3,66.96
Cotton,Optimal Health,118.62,40.79,59.66,7.45,78.15
Maize,Nitrogen Deficiency,16.04,40.58,73.15,6.05,65.84
Sugarcane,Phosphorus Deficiency,116.79,17.51,75.48,7.17,69.74
Maize,Optimal Health,96.14,58.37,59.54,6.6,69.64
Cotton,Optimal Health,113.69,52.99,50.03,6.78,76.24
Maize,Nitrogen Deficiency,20.3,51.57,61.61,7.06,76.84
Cotton,Potassium Toxicity,101.58,36.17,238.27,7.28,80.85
Maize,Potassium Toxicity,98.42,53.59,247.36,6.29,75.95
Rice,Potassium Toxicity,111.59,49.73,225.84,6.73,68.33
Cotton,Nitrogen Deficiency,13.78,58.91,57.12,6.23,83.37
Sugarcane,Potassium Toxicity,72.51,43.85,193.39,6.06,72.21
Wheat,Potassium Toxicity,100.73,50.15,247.02,7.02,60.01
Maize,Optimal Health,86.53,51.12,75.03,6.14,79.17
Maize,Potassium Toxicity,75.57,50.45,229.01,6.73,63.75
Maize,pH Stress,84.79,55.42,65.99,4.96,72.57
Rice,Nitrogen Deficiency,19.63,39.62,78.86,6.88,65.55
Rice,Potassium Toxicity,82.37,54.76,153.32,6.36,82.63
Rice,Nitrogen Deficiency,16.91,37.62,58.31,6.12,69.08
Cotton,pH Stress,114.43,50.11,64.58,4.43,75.32
Rice,pH Stress,85.6,53.69,76.05,4.31,64.1
Wheat,pH Stress,119.75,45.58,77.79,4.94,76.28
Wheat,Optimal Health,101.42,44.85,51.52,6.19,71.29
Rice,Phosphorus Deficiency,108.26,14.31,74.23,7.26,68.48
Sugarcane,Phosphorus Deficiency,114.92,23.8,66.71,7.39,79.8
Sugarcane,Phosphorus Deficiency,98.47,22.03,71.49,6.39,69.44
Sugarcane,Phosphorus Deficiency,98.01,18.85,51.3,7.01,79.34
Rice,Nitrogen Deficiency,10.69,42.92,59.54,7.11,68.02
Maize,pH Stress,109.21,39.71,71.46,4.77,84.45
Rice,Potassium Toxicity,119.56,36.06,163.11,6.34,78.21
Maize,Optimal Health,109.69,35.87,66.08,6.7,63.19
Rice,Optimal Health,82.96,39.29,56.78,7.42,68.83
Rice,Nitrogen Deficiency,15.44,59.17,68.37,7.31,83.35
Wheat,Potassium Toxicity,91.88,38.12,198.93,6.62,66.38
Rice,Nitrogen Deficiency,10.22,42.82,62.57,6.39,78.64
Cotton,Optimal Health,98.49,49.42,70.87,7.5,61.59
Rice,Optimal Health,102.1,41.03,56.48,6.51,84.63
Wheat,Nitrogen Deficiency,15.44,44.23,74.44,6.41,71.77
Wheat,Optimal Health,81.63,39.59,62.98,7.19,76.75
Sugarcane,pH Stress,74.35,52.76,79.97,4.62,61.71
Sugarcane,pH Stress,103.11,48.3,71.41,4.49,81.03
Sugarcane,Optimal Health,79.69,44.0,54.09,6.27,76.13
Sugarcane,Optimal Health,101.56,53.27,53.19,6.46,75.01
Wheat,Potassium Toxicity,109.47,52.62,202.46,6.01,68.72
Sugarcane,pH Stress,97.86,54.07,60.29,5.45,77.84
Rice,Phosphorus Deficiency,89.39,24.76,60.01,6.05,64.5
Cotton,Phosphorus Deficiency,107.42,17.0,56.61,6.19,71.64
Maize,pH Stress,96.25,37.59,77.9,4.94,68.5
Sugarcane,Nitrogen Deficiency,12.58,36.54,54.4,6.1,65.05
Maize,pH Stress,91.87,38.16,56.59,4.93,65.3
Maize,pH Stress,86.77,57.67,62.11,5.24,61.18
Wheat,pH Stress,87.4,53.5,56.51,4.9,61.79
Cotton,Nitrogen Deficiency,28.18,55.75,56.38,6.87,83.34
Wheat,Nitrogen Deficiency,12.07,55.82,53.13,6.04,77.75
Cotton,Optimal Health,85.26,40.43,69.3,6.01,74.2
Rice,Potassium Toxicity,76.02,41.05,215.94,6.44,84.53
Rice,Phosphorus Deficiency,111.14,13.52,67.17,7.25,61.31
Sugarcane,Potassium Toxicity,104.7,52.4,181.47,7.12,76.48
Wheat,pH Stress,70.96,57.72,53.87,4.89,79.7
Rice,Optimal Health,114.93,56.44,74.55,6.14,79.31
Maize,Nitrogen Deficiency,10.64,37.91,53.62,6.9,68.2
Rice,Nitrogen Deficiency,26.71,42.83,76.94,6.3,81.15
Maize,Nitrogen Deficiency,19.21,43.15,78.19,7.32,61.3
Wheat,Optimal Health,91.91,40.24,68.62,6.18,77.02
Wheat,Potassium Toxicity,84.59,52.11,160.13,7.45,83.91
Sugarcane,Potassium Toxicity,94.24,53.95,233.1,7.4,71.88
Cotton,Potassium Toxicity,97.35,54.33,160.11,6.85,68.87
Wheat,Optimal Health,99.64,48.21,50.37,6.42,66.17
Rice,Potassium Toxicity,113.55,44.73,207.6,6.64,73.59
Sugarcane,Potassium Toxicity,97.94,58.86,241.71,7.16,69.3
Cotton,Potassium Toxicity,83.41,50.63,154.49,7.49,64.47
Maize,Potassium Toxicity,109.34,36.8,228.89,7.39,80.23
Rice,pH Stress,74.87,51.07,78.95,4.73,60.15
Cotton,Potassium Toxicity,73.85,45.89,178.37,6.06,82.06
Wheat,Nitrogen Deficiency,16.72,49.52,55.5,6.28,64.74
Sugarcane,Nitrogen Deficiency,16.31,46.85,75.12,6.07,69.65
Maize,Potassium Toxicity,89.34,42.63,240.76,6.03,79.17
Cotton,Nitrogen Deficiency,19.08,41.9,73.1,6.59,62.95
Rice,Nitrogen Deficiency,11.14,52.77,53.74,6.44,69.23
Maize,Potassium Toxicity,91.8,39.83,152.6,7.27,73.95
Sugarcane,Nitrogen Deficiency,17.34,39.2,64.45,6.88,63.33
Wheat,Potassium Toxicity,71.07,54.46,221.52,6.91,73.38
Rice,Optimal Health,119.22,40.95,55.53,6.25,61.39
Wheat,Optimal Health,104.57,57.37,57.08,6.28,83.56
Maize,Nitrogen Deficiency,14.91,39.2,61.78,6.88,69.97
Maize,Nitrogen Deficiency,24.16,48.12,50.49,7.11,64.3
Sugarcane,Optimal Health,118.38,43.23,54.69,6.03,61.66
Sugarcane,Nitrogen Deficiency,28.03,47.69,65.33,6.33,62.64
Maize,Phosphorus Deficiency,82.21,22.45,61.36,6.18,63.01
Sugarcane,Phosphorus Deficiency,78.9,13.3,61.66,6.31,64.84
Maize,Phosphorus Deficiency,89.08,10.39,59.5,6.53,72.81
Cotton,Potassium Toxicity,73.69,47.74,171.58,6.02,79.5
Wheat,pH Stress,118.59,51.85,56.88,4.43,65.96
Cotton,Phosphorus Deficiency,108.81,16.29,77.08,6.19,67.87
Sugarcane,pH Stress,98.57,52.14,76.94,5.32,63.89
Rice,Nitrogen Deficiency,23.77,58.16,71.31,7.03,78.3
Rice,Nitrogen Deficiency,27.61,35.29,59.61,6.88,71.33
Maize,Phosphorus Deficiency,101.11,19.13,77.02,7.05,77.16
Sugarcane,Optimal Health,112.34,44.7,52.98,7.14,63.82
Wheat,Nitrogen Deficiency,29.69,35.52,61.5,6.76,75.22
Rice,Potassium Toxicity,88.86,51.11,155.92,6.25,80.93
Cotton,Potassium Toxicity,72.08,47.46,234.93,7.09,68.05
Rice,Potassium Toxicity,90.37,48.44,180.11,6.1,77.39
Maize,Potassium Toxicity,111.5,44.09,222.9,7.22,73.31
Wheat,Potassium Toxicity,104.11,39.54,165.84,7.12,82.18
Rice,pH Stress,115.73,57.57,56.19,4.89,71.84
Maize,Potassium Toxicity,119.66,36.37,220.56,6.6,63.08
Sugarcane,Phosphorus Deficiency,88.4,15.66,59.0,6.56,77.32
Maize,Potassium Toxicity,115.83,55.85,161.51,7.14,66.67
Rice,Nitrogen Deficiency,27.84,55.29,55.68,6.8,65.17
Cotton,Optimal Health,86.29,54.31,57.77,6.89,81.7
Sugarcane,Optimal Health,118.38,55.99,54.11,6.48,70.5
Maize,Nitrogen Deficiency,14.62,53.5,64.28,7.26,76.48
Sugarcane,Nitrogen Deficiency,25.58,56.8,54.07,7.12,70.9
Wheat,Optimal Health,117.6,55.06,75.48,6.31,72.07
Cotton,Potassium Toxicity,97.42,42.98,177.06,6.94,63.89
Cotton,Optimal Health,73.87,43.1,64.98,6.9,79.46
Maize,Optimal Health,86.98,47.45,58.9,7.0,68.81
Sugarcane,Phosphorus Deficiency,84.15,19.6,68.85,6.15,83.73
Sugarcane,Nitrogen Deficiency,14.95,55.54,78.23,7.44,64.41
Cotton,Potassium Toxicity,115.39,35.06,167.09,6.95,84.27
Sugarcane,pH Stress,88.34,40.33,70.3,4.93,71.57
Rice,Nitrogen Deficiency,21.06,38.1,74.94,7.03,71.46
Sugarcane,Phosphorus Deficiency,79.37,21.12,50.79,7.4,73.86
Rice,pH Stress,85.61,46.83,70.89,4.2,80.15
Wheat,Nitrogen Deficiency,19.93,48.08,70.02,7.43,70.18
Cotton,pH Stress,109.11,44.4,78.06,4.79,77.82
Maize,Potassium Toxicity,72.89,41.74,202.77,7.23,82.76
Maize,Nitrogen Deficiency,23.44,35.25,60.75,6.64,66.01
Cotton,Phosphorus Deficiency,116.1,23.03,60.3,6.17,70.52
Sugarcane,Phosphorus Deficiency,81.21,23.53,75.51,7.41,74.25
Maize,Phosphorus Deficiency,98.41,10.26,60.37,6.46,64.23
Maize,Potassium Toxicity,107.04,39.45,243.27,6.18,76.2
Cotton,Nitrogen Deficiency,15.64,59.23,65.24,6.7,60.28
Sugarcane,Nitrogen Deficiency,17.62,42.96,74.86,6.67,74.47
Maize,Phosphorus Deficiency,102.16,14.01,59.44,6.02,71.88
Maize,pH Stress,115.12,57.21,78.77,4.14,82.06
Cotton,Nitrogen Deficiency,21.95,53.09,65.54,7.14,74.57
Rice,pH Stress,117.04,44.23,79.96,5.03,62.6
Sugarcane,Phosphorus Deficiency,85.37,24.46,56.93,6.34,77.31
Sugarcane,pH Stress,104.96,43.51,71.37,4.2,83.47
Maize,Potassium Toxicity,76.31,51.0,154.87,6.66,76.05
Rice,Nitrogen Deficiency,17.45,45.2,58.73,6.82,82.0
Rice,pH Stress,100.35,51.64,76.54,5.38,72.39
Sugarcane,pH Stress,111.74,48.4,53.56,5.12,84.25
Cotton,Potassium Toxicity,99.53,39.56,220.29,7.06,78.3
Rice,Nitrogen Deficiency,19.2,54.98,54.7,7.0,67.95
Cotton,Optimal Health,70.8,42.49,58.57,6.33,83.99
Wheat,pH Stress,94.22,36.11,75.0,4.47,83.94
Sugarcane,Optimal Health,74.61,38.53,62.29,6.51,62.62
Sugarcane,Optimal Health,70.67,44.92,55.7,6.29,75.91
Maize,pH Stress,113.03,37.15,51.95,4.41,64.24
Cotton,Optimal Health,89.15,52.32,79.84,7.3,75.06
Cotton,Nitrogen Deficiency,12.03,44.29,58.6,6.81,79.18
Maize,Nitrogen Deficiency,15.42,46.41,58.47,6.34,62.09
Sugarcane,Optimal Health,79.24,57.78,76.84,6.39,63.95
Maize,Potassium Toxicity,70.08,50.76,174.21,7.12,73.54
Sugarcane,Potassium Toxicity,71.26,59.68,164.08,6.0,70.87
Cotton,Phosphorus Deficiency,98.47,13.76,54.17,6.39,62.05
Wheat,Phosphorus Deficiency,117.13,24.81,53.89,6.78,62.92
Wheat,Optimal Health,97.42,54.32,65.43,6.57,63.41
Maize,Nitrogen Deficiency,25.87,57.31,73.71,6.46,77.44
Cotton,pH Stress,83.39,49.11,51.44,4.68,78.33
Wheat,pH Stress,101.3,42.26,75.72,4.39,60.89
Wheat,pH Stress,119.11,45.74,56.8,4.54,62.78
Sugarcane,Optimal Health,73.69,59.5,68.69,6.09,79.52
Sugarcane,Nitrogen Deficiency,12.37,43.36,61.5,6.37,69.68
Cotton,Potassium Toxicity,91.35,49.32,160.07,6.07,64.82
Rice,Phosphorus Deficiency,102.9,20.81,55.65,6.68,71.38
Cotton,Phosphorus Deficiency,101.39,19.11,65.31,6.66,80.99
Rice,Potassium Toxicity,112.57,54.57,242.91,6.48,84.47
Cotton,Potassium Toxicity,105.43,44.98,211.72,6.5,84.26
Cotton,Nitrogen Deficiency,11.21,51.18,54.84,6.51,81.59
Rice,Phosphorus Deficiency,84.53,24.72,62.98,7.5,84.52
Rice,Phosphorus Deficiency,74.0,24.21,60.6,7.02,68.17
Cotton,Potassium Toxicity,93.06,45.03,245.93,7.36,69.39
Sugarcane,Phosphorus Deficiency,86.64,10.93,72.49,7.19,66.6
Cotton,Phosphorus Deficiency,72.32,18.55,58.44,7.4,77.02
Sugarcane,Phosphorus Deficiency,104.88,14.19,69.37,6.45,75.85
Rice,Nitrogen Deficiency,23.4,51.77,50.61,6.84,75.54
Rice,Nitrogen Deficiency,21.9,58.27,53.42,7.13,72.72
Sugarcane,Nitrogen Deficiency,14.0,56.05,67.73,7.32,82.0
Cotton,Phosphorus Deficiency,92.67,24.83,79.42,6.84,80.28
Sugarcane,Nitrogen Deficiency,28.37,40.01,56.68,7.14,68.33
Wheat,Nitrogen Deficiency,21.57,39.95,57.94,6.44,70.72
Sugarcane,Phosphorus Deficiency,74.27,15.83,50.94,6.4,79.53
Rice,Optimal Health,89.0,45.13,73.94,7.21,79.85
Maize,Optimal Health,98.88,50.94,56.81,7.13,73.18
Cotton,Optimal Health,119.39,46.09,76.33,6.53,84.04
Sugarcane,Optimal Health,80.82,56.98,64.75,6.81,81.28
Sugarcane,Optimal Health,112.69,35.92,54.04,6.29,61.57
Cotton,Nitrogen Deficiency,28.32,52.82,68.32,6.3,72.35
Cotton,Optimal Health,107.11,40.35,63.39,6.25,77.42
Cotton,pH Stress,88.51,56.46,56.61,4.64,71.55
Sugarcane,pH Stress,98.31,55.04,77.73,5.49,76.79
Wheat,Phosphorus Deficiency,80.02,15.04,59.71,6.79,81.17
Sugarcane,Optimal Health,101.97,47.79,55.97,6.93,83.69
Sugarcane,Nitrogen Deficiency,24.74,51.84,78.03,6.96,63.57
Rice,Phosphorus Deficiency,95.69,20.84,62.14,6.09,83.22
Sugarcane,Optimal Health,110.78,45.15,78.99,6.95,75.81
Maize,Phosphorus Deficiency,81.4,15.78,78.96,6.53,64.44
Maize,Phosphorus Deficiency,70.36,23.82,78.76,6.74,74.44
Cotton,Potassium Toxicity,72.51,51.67,185.55,6.92,80.39
Rice,Potassium Toxicity,72.84,37.49,230.05,6.4,68.17
Sugarcane,Phosphorus Deficiency,98.79,19.59,71.77,6.11,69.22
Sugarcane,Phosphorus Deficiency,98.93,19.82,70.95,6.08,84.85
Rice,pH Stress,96.7,54.95,66.71,5.22,83.0
Sugarcane,Potassium Toxicity,81.78,43.76,240.39,6.66,68.75
Maize,Phosphorus Deficiency,88.17,13.39,64.8,7.44,71.35
Rice,Phosphorus Deficiency,90.57,23.33,73.13,7.22,65.55
Cotton,Nitrogen Deficiency,15.03,39.14,53.96,6.48,81.37
Sugarcane,pH Stress,93.71,37.18,58.27,4.12,74.14
Sugarcane,Phosphorus Deficiency,91.98,17.25,54.46,7.37,67.52
Wheat,Nitrogen Deficiency,16.42,58.16,74.49,7.42,81.02
Maize,Optimal Health,89.3,55.64,51.2,6.77,72.99
Cotton,pH Stress,104.51,54.86,79.42,5.19,81.42
Wheat,Phosphorus Deficiency,83.42,19.16,50.05,6.19,76.09
Maize,Optimal Health,107.12,38.49,71.47,7.12,72.99
Rice,Optimal Health,109.17,37.33,56.43,6.55,63.64
Cotton,Phosphorus Deficiency,93.15,14.43,57.75,6.39,83.46
Rice,Nitrogen Deficiency,21.2,49.82,67.58,7.33,63.73
Cotton,Nitrogen Deficiency,16.82,53.42,71.89,6.96,68.91
Rice,Potassium Toxicity,82.25,40.33,232.32,7.01,72.86
Cotton,pH Stress,117.73,41.05,67.59,5.3,69.7
Sugarcane,pH Stress,90.26,46.88,52.22,4.82,84.02
Maize,Nitrogen Deficiency,20.47,47.18,62.2,6.44,73.4
Sugarcane,Optimal Health,100.93,35.24,75.65,6.23,74.03
Wheat,Nitrogen Deficiency,18.78,36.37,79.16,6.6,84.0
Wheat,Optimal Health,117.56,39.45,60.65,6.45,80.94
Maize,Nitrogen Deficiency,28.72,46.21,75.52,6.99,67.7
Wheat,Nitrogen Deficiency,24.34,52.63,62.0,6.75,65.94
Cotton,Phosphorus Deficiency,96.52,19.97,69.63,6.62,81.33
Sugarcane,Potassium Toxicity,80.09,51.35,162.96,7.27,65.78
Sugarcane,Nitrogen Deficiency,27.17,47.48,58.38,7.49,79.27
Sugarcane,Optimal Health,111.37,44.53,78.29,6.53,75.61
Cotton,Optimal Health,84.52,54.55,76.3,7.13,68.08
Cotton,Potassium Toxicity,71.54,35.18,167.91,7.07,67.96
Wheat,Phosphorus Deficiency,78.01,19.31,51.13,6.2,60.07
Rice,pH Stress,102.94,40.79,67.53,4.29,72.18
Sugarcane,Optimal Health,73.23,57.56,70.87,6.29,71.56
Wheat,pH Stress,83.11,49.89,77.76,4.83,79.11
Rice,Phosphorus Deficiency,110.91,16.31,66.93,6.99,74.54
Sugarcane,pH Stress,92.42,46.33,63.6,4.3,70.31
Cotton,Potassium Toxicity,89.09,45.0,210.22,6.39,63.83
Rice,Phosphorus Deficiency,105.08,17.64,54.73,7.43,78.44
Cotton,Potassium Toxicity,92.36,37.94,192.15,7.28,68.42
Wheat,Optimal Health,74.84,57.1,60.51,6.12,84.63
Cotton,Phosphorus Deficiency,88.9,19.92,59.66,7.12,61.61
Cotton,pH Stress,70.01,40.19,64.14,4.43,61.34
Sugarcane,pH Stress,90.34,54.05,73.62,5.3,60.4
Rice,Potassium Toxicity,104.93,36.21,193.8,7.0,61.14
Rice,Phosphorus Deficiency,97.68,10.31,78.42,6.52,67.54
Cotton,Optimal Health,77.84,56.07,73.48,7.47,68.96
Sugarcane,Potassium Toxicity,70.42,44.62,186.04,7.1,82.09
Rice,pH Stress,115.94,42.51,63.4,5.15,68.98
Wheat,Potassium Toxicity,86.91,42.51,234.28,6.25,82.43
Rice,Phosphorus Deficiency,105.66,22.02,62.58,6.84,62.72
Maize,Potassium Toxicity,107.41,53.44,172.56,7.46,66.0
Maize,pH Stress,118.6,46.76,72.57,4.02,81.91
Sugarcane,Optimal Health,72.32,37.66,64.77,7.32,73.86
Wheat,Potassium Toxicity,91.6,56.14,186.17,7.3,77.35
Cotton,Nitrogen Deficiency,25.67,56.0,76.83,6.93,80.92
Wheat,pH Stress,97.53,45.51,75.66,5.47,76.28
Maize,pH Stress,101.04,35.89,55.75,5.02,60.51
Maize,pH Stress,72.92,45.18,57.9,4.91,81.17
Maize,Nitrogen Deficiency,12.84,58.76,78.65,6.75,62.8
Maize,Optimal Health,71.08,41.95,57.37,6.54,76.07
Rice,Nitrogen Deficiency,18.38,46.67,61.91,7.3,62.54
Maize,Phosphorus Deficiency,78.45,14.77,55.83,6.29,73.92
Sugarcane,Nitrogen Deficiency,24.35,45.37,63.93,7.42,83.4
Wheat,Nitrogen Deficiency,11.26,53.89,71.46,6.47,65.56
Cotton,Phosphorus Deficiency,82.14,11.89,61.73,6.13,71.85
Maize,pH Stress,109.97,47.94,50.08,5.37,81.68
Wheat,Phosphorus Deficiency,118.59,21.86,75.09,6.17,63.14
Rice,Potassium Toxicity,114.06,39.96,246.1,6.09,67.45
Wheat,Nitrogen Deficiency,29.91,50.51,70.82,6.88,77.97
Wheat,Phosphorus Deficiency,90.79,18.24,54.48,6.72,78.11
Sugarcane,Phosphorus Deficiency,104.05,18.4,58.4,6.87,61.95
Rice,Nitrogen Deficiency,22.67,39.34,78.08,6.91,77.76
Cotton,Optimal Health,83.45,44.4,61.65,6.8,60.92
Sugarcane,Nitrogen Deficiency,28.1,38.12,77.22,6.78,62.77
Maize,Potassium Toxicity,90.81,49.41,151.88,6.64,77.18
Wheat,pH Stress,83.52,59.2,51.84,4.47,72.02
Rice,pH Stress,98.51,45.93,55.67,4.91,72.6
Rice,Optimal Health,98.45,53.01,79.85,7.43,65.4
Sugarcane,Optimal Health,94.21,37.25,67.96,6.47,71.87
Sugarcane,Phosphorus Deficiency,96.6,12.98,74.8,7.22,67.82
Rice,pH Stress,98.59,50.46,75.08,5.41,81.93
Cotton,Phosphorus Deficiency,104.65,11.38,74.76,6.06,67.86
Maize,Phosphorus Deficiency,90.9,14.55,58.17,6.11,67.56
Maize,pH Stress,111.85,43.51,72.37,4.19,80.35
Cotton,Optimal Health,101.92,59.14,60.38,7.32,66.36
Sugarcane,pH Stress,98.23,41.48,65.92,4.67,60.15
Sugarcane,Phosphorus Deficiency,85.71,11.15,74.9,6.85,63.22
Rice,Potassium Toxicity,85.15,55.79,242.93,7.31,83.31
Rice,Phosphorus Deficiency,83.82,19.0,72.72,7.18,80.01
Maize,Nitrogen Deficiency,25.74,48.26,64.74,6.86,83.9
Maize,Phosphorus Deficiency,73.46,21.88,76.38,6.48,75.38
Wheat,Phosphorus Deficiency,106.87,10.77,62.23,7.48,77.05
Sugarcane,Nitrogen Deficiency,15.12,52.22,79.93,7.44,60.59
Rice,Optimal Health,72.47,38.43,58.61,6.4,60.93
Cotton,Phosphorus Deficiency,72.09,12.83,55.54,6.84,75.22
Wheat,Optimal Health,103.87,56.32,55.21,6.59,64.37
Rice,Optimal Health,88.69,51.19,53.94,6.16,83.81
Cotton,Potassium Toxicity,80.07,37.38,192.41,6.44,70.88
Wheat,Nitrogen Deficiency,22.18,51.84,51.49,7.47,72.83
Maize,Optimal Health,116.84,35.99,56.27,7.48,64.64
Maize,Potassium Toxicity,114.15,55.14,164.28,7.0,81.92
Rice,Nitrogen Deficiency,23.96,50.52,74.88,6.21,84.53
Sugarcane,pH Stress,100.22,49.88,60.88,4.28,65.13
Maize,Potassium Toxicity,87.52,40.47,162.3,6.31,65.17
Wheat,Nitrogen Deficiency,27.8,35.89,54.86,6.64,60.55
Cotton,Phosphorus Deficiency,94.05,18.04,66.65,6.63,73.61
Cotton,Potassium Toxicity,74.76,39.58,234.74,7.39,61.54
Rice,Potassium Toxicity,105.78,44.82,155.81,6.51,65.72
Rice,Optimal Health,105.43,57.66,54.92,6.84,63.09
Wheat,pH Stress,81.2,36.95,67.22,5.33,82.69
Rice,Potassium Toxicity,91.67,43.51,153.15,6.78,68.2
Rice,Potassium Toxicity,80.63,53.87,150.57,6.57,68.62
Rice,Optimal Health,100.87,54.26,51.55,6.91,81.14
Rice,Optimal Health,82.1,52.38,64.82,7.06,83.55
Wheat,Phosphorus Deficiency,99.41,15.58,58.3,6.22,61.58
Wheat,Optimal Health,110.84,53.79,72.55,6.73,62.05
Cotton,Optimal Health,88.91,52.8,71.13,7.48,62.92
Maize,Optimal Health,114.54,56.42,76.31,6.29,75.1
Maize,Nitrogen Deficiency,27.85,35.19,71.07,7.36,79.87
Cotton,Nitrogen Deficiency,27.04,40.76,69.9,7.27,69.55
Cotton,Potassium Toxicity,107.18,53.44,193.31,6.58,64.58
Rice,Nitrogen Deficiency,21.19,39.22,59.51,6.88,83.59
Maize,Potassium Toxicity,96.94,52.82,150.53,6.75,68.5
Sugarcane,pH Stress,76.63,53.43,62.23,5.34,72.55
Wheat,Nitrogen Deficiency,19.21,40.2,56.82,6.46,78.6
Rice,Phosphorus Deficiency,84.09,10.2,53.95,6.54,78.65
Cotton,Phosphorus Deficiency,103.37,14.65,79.16,7.29,64.73
Wheat,Nitrogen Deficiency,24.4,40.15,60.64,6.86,66.04
Maize,pH Stress,78.43,54.65,58.22,5.27,60.68
Maize,Potassium Toxicity,89.59,47.4,215.66,6.43,70.55
Maize,pH Stress,107.33,56.9,65.65,5.29,83.02
Rice,Nitrogen Deficiency,24.86,39.34,59.3,6.84,61.42
Sugarcane,Potassium Toxicity,98.18,40.69,151.42,6.38,68.72
Wheat,Potassium Toxicity,88.66,37.81,213.38,7.4,83.84
Maize,Nitrogen Deficiency,12.75,53.25,71.35,6.48,67.02
Rice,Phosphorus Deficiency,72.69,10.82,57.27,7.24,78.57
Rice,Potassium Toxicity,117.32,35.96,180.45,7.5,68.35
Cotton,Phosphorus Deficiency,88.94,17.82,54.76,6.06,62.13
Maize,Nitrogen Deficiency,12.59,36.12,67.71,7.44,69.99
Wheat,pH Stress,94.19,40.7,59.7,4.18,78.18
Rice,Phosphorus Deficiency,71.86,24.87,64.27,6.19,78.12
Cotton,Potassium Toxicity,112.08,57.54,156.18,6.04,64.46
Cotton,Nitrogen Deficiency,29.76,52.01,71.72,6.58,73.92
Rice,pH Stress,92.01,50.71,52.41,5.31,67.16
Wheat,Nitrogen Deficiency,26.06,45.98,67.28,7.5,66.41
Maize,pH Stress,104.44,57.09,56.48,5.49,67.09
Wheat,pH Stress,94.64,55.25,51.25,4.6,71.14
Maize,Phosphorus Deficiency,108.46,11.6,76.46,6.79,67.43
Cotton,Nitrogen Deficiency,20.78,43.46,53.72,7.09,83.0
Maize,Potassium Toxicity,92.94,42.41,202.4,7.49,73.0
Sugarcane,Phosphorus Deficiency,92.16,20.6,65.45,6.22,68.35
Sugarcane,Nitrogen Deficiency,16.12,51.43,57.35,6.59,69.94
Wheat,Nitrogen Deficiency,22.16,48.7,67.64,6.44,63.74
Sugarcane,pH Stress,74.08,45.39,57.6,4.07,64.2
Cotton,Optimal Health,97.05,42.18,76.62,6.47,77.51
Sugarcane,Nitrogen Deficiency,19.39,59.47,51.74,6.58,60.66
Cotton,Potassium Toxicity,117.28,59.71,185.46,6.57,71.64
Rice,Optimal Health,106.34,49.2,60.81,7.08,69.96
Cotton,Phosphorus Deficiency,113.92,18.76,57.34,6.18,84.34
Sugarcane,pH Stress,74.56,55.69,50.46,4.56,81.62
Sugarcane,Nitrogen Deficiency,27.83,58.38,62.28,7.12,82.92
Maize,pH Stress,76.37,47.07,59.77,4.07,79.08
Cotton,Nitrogen Deficiency,24.77,39.52,52.31,6.76,77.67
Maize,Nitrogen Deficiency,24.52,51.51,51.37,7.35,81.41
Sugarcane,Potassium Toxicity,102.43,42.85,225.28,6.33,84.13
Cotton,Optimal Health,71.11,48.43,57.72,6.83,63.6
Wheat,Potassium Toxicity,104.63,39.35,160.63,7.07,84.51
Sugarcane,Nitrogen Deficiency,19.64,47.2,62.59,6.33,70.55
Cotton,Nitrogen Deficiency,21.48,38.76,51.31,6.94,76.78
Wheat,Potassium Toxicity,71.39,36.69,224.18,6.44,71.33
Maize,Potassium Toxicity,118.49,57.58,243.0,6.86,84.14
Wheat,Potassium Toxicity,115.35,57.69,232.13,6.47,68.46
Maize,Nitrogen Deficiency,11.35,49.93,77.21,6.42,74.31
Wheat,pH Stress,73.27,42.73,67.06,5.44,76.04
Rice,Phosphorus Deficiency,83.62,23.5,75.36,6.25,83.21
Sugarcane,Nitrogen Deficiency,22.31,51.8,65.85,7.16,80.18
Sugarcane,Nitrogen Deficiency,29.01,49.33,76.26,6.81,76.51
Sugarcane,pH Stress,83.77,45.72,60.49,4.91,78.76
Maize,Potassium Toxicity,85.82,57.85,190.43,6.15,64.94
Maize,Optimal Health,111.33,57.93,77.63,6.04,79.23
Sugarcane,pH Stress,85.88,52.92,67.38,5.24,68.53
Wheat,Optimal Health,85.26,55.75,56.05,6.96,73.08
Cotton,Optimal Health,98.75,53.41,69.36,7.27,70.84
Rice,Potassium Toxicity,72.85,36.38,205.05,6.11,72.94
Wheat,pH Stress,114.5,55.63,57.28,4.9,76.19
Sugarcane,Phosphorus Deficiency,105.16,17.01,55.31,6.07,82.94
Rice,pH Stress,90.46,41.51,73.4,4.93,60.89
Maize,Potassium Toxicity,102.45,44.99,152.98,6.55,80.39
Cotton,Phosphorus Deficiency,88.11,22.3,53.28,6.04,68.69
Rice,Phosphorus Deficiency,119.95,23.18,69.69,6.57,69.3
Cotton,Phosphorus Deficiency,90.11,20.31,64.98,6.37,66.33
Rice,Optimal Health,83.22,48.2,69.06,7.21,76.31
Sugarcane,pH Stress,110.85,46.2,66.98,4.32,82.63
Cotton,Potassium Toxicity,87.67,50.67,226.44,7.09,60.73
